Região,Período,Casos_Hospitalares,Ano,Mês,Mês_Num,Data,Ano_Num,Trimestre,Semestre
Região Sul,2024/Set,11.0,2024,Set,9,2024-09-01,2024,3,2
Região Centro-Oeste,2024/Set,3.0,2024,Set,9,2024-09-01,2024,3,2
Região Norte,2024/Out,4.0,2024,Out,10,2024-10-01,2024,4,2
Região Nordeste,2024/Out,9.0,2024,Out,10,2024-10-01,2024,4,2
Região Sudeste,2024/Out,37.0,2024,Out,10,2024-10-01,2024,4,2
Região Sul,2024/Out,13.0,2024,Out,10,2024-10-01,2024,4,2
Região Centro-Oeste,2024/Out,7.0,2024,Out,10,2024-10-01,2024,4,2
Região Norte,2024/Nov,2.0,2024,Nov,11,2024-11-01,2024,4,2
Região Nordeste,2024/Nov,11.0,2024,Nov,11,2024-11-01,2024,4,2
Região Sudeste,2024/Nov,24.0,2024,Nov,11,2024-11-01,2024,4,2
Região Sul,2024/Nov,10.0,2024,Nov,11,2024-11-01,2024,4,2
Região Centro-Oeste,2024/Nov,3.0,2024,Nov,11,2024-11-01,2024,4,2
Região Norte,2024/Dez,5.0,2024,Dez,12,2024-12-01,2024,4,2
Região Nordeste,2024/Dez,8.0,2024,Dez,12,2024-12-01,2024,4,2
Região Sudeste,2024/Dez,28.0,2024,Dez,12,2024-12-01,2024,4,2
Região Sul,2024/Dez,11.0,2024,Dez,12,2024-12-01,2024,4,2
Região Centro-Oeste,2024/Dez,1.0,2024,Dez,12,2024-12-01,2024,4,2
Região Norte,2025/Jan,6.0,2025,Jan,1,2025-01-01,2025,1,1
Região Nordeste,2025/Jan,6.0,2025,Jan,1,2025-01-01,2025,1,1
Região Sudeste,2025/Jan,25.0,2025,Jan,1,2025-01-01,2025,1,1
Região Sul,2025/Jan,11.0,2025,Jan,1,2025-01-01,2025,1,1
Região Centro-Oeste,2025/Jan,3.0,2025,Jan,1,2025-01-01,2025,1,1
Região Norte,2025/Fev,3.0,2025,Fev,2,2025-02-01,2025,1,1
Região Nordeste,2025/Fev,11.0,2025,Fev,2,2025-02-01,2025,1,1
Região Sudeste,2025/Fev,22.0,2025,Fev,2,2025-02-01,2025,1,1
Região Sul,2025/Fev,11.0,2025,Fev,2,2025-02-01,2025,1,1
Região Centro-Oeste,2025/Fev,2.0,2025,Fev,2,2025-02-01,2025,1,1
Região Norte,2025/Mar,5.0,2025,Mar,3,2025-03-01,2025,1,1
Região Nordeste,2025/Mar,10.0,2025,Mar,3,2025-03-01,2025,1,1
Região Sudeste,2025/Mar,22.0,2025,Mar,3,2025-03-01,2025,1,1
Região Sul,2025/Mar,6.0,2025,Mar,3,2025-03-01,2025,1,1
Região Centro-Oeste,2025/Mar,4.0,2025,Mar,3,2025-03-01,2025,1,1
Região Norte,2025/Abr,5.0,2025,Abr,4,2025-04-01,2025,2,1
Região Nordeste,2025/Abr,8.0,2025,Abr,4,2025-04-01,2025,2,1
Região Sudeste,2025/Abr,20.0,2025,Abr,4,2025-04-01,2025,2,1
Região Sul,2025/Abr,14.0,2025,Abr,4,2025-04-01,2025,2,1
Região Centro-Oeste,2025/Abr,4.0,2025,Abr,4,2025-04-01,2025,2,1
Região Norte,2025/Mai,5.0,2025,Mai,5,2025-05-01,2025,2,1
Região Nordeste,2025/Mai,8.0,2025,Mai,5,2025-05-01,2025,2,1
Região Sudeste,2025/Mai,32.0,2025,Mai,5,2025-05-01,2025,2,1
Região Sul,2025/Mai,4.0,2025,Mai,5,2025-05-01,2025,2,1
Região Centro-Oeste,2025/Mai,3.0,2025,Mai,5,2025-05-01,2025,2,1
